,title,cast,crew,genres,keywords
4162,The Legend of Hell's Gate: An American Conspiracy,"['EricBalfour', 'LouTaylorPucci', 'HenryThomas']",['TannerBeard'],"['Action', 'Adventure', 'History', 'Western']",['basedonrealevents']
4163,The Walking Deceased,"['TimOgletree', 'TroyOgletree', 'DaveSheridan']",['ScottDow'],"['ScienceFiction', 'Comedy']","['spoof', 'zombie']"
4164,The Curse of Downers Grove,"['BellaHeathcote', 'LucasTill', 'HelenSlater']",['DerickMartini'],"['Thriller', 'Mystery', 'Horror', 'Drama']","['self-defense', 'carmechanic', 'graduation', 'highschool', 'shooting', 'party', 'murder', 'curse', 'blood', 'teenager', 'attemptedrape', 'aftercreditsstinger']"
4165,Shark Lake,"['DolphLundgren', 'JamesChalke', 'SaraMalakulLane']",['JerryDugan'],['Thriller'],"['lake', 'sharkattack']"
4166,River's Edge,"['CrispinGlover', 'KeanuReeves', 'IoneSkye']",['TimHunter'],"['Crime', 'Drama']","['sex', 'police', 'friends', 'murder']"
4167,Northfork,"['JamesWoods', 'NickNolte', 'ClaireForlani']",['MichaelPolish'],"['Fantasy', 'Drama', 'ScienceFiction']",[]
4168,The Marine 4: Moving Target,"['MikeMizanin', 'MelissaRoxburgh', 'JoshBlacker']",['WilliamKaufman'],"['Thriller', 'Action']",[]
4169,Buried,"['RyanReynolds', 'JoséLuisGarcíaPérez', 'RobertPaterson']",['RodrigoCortés'],"['Drama', 'Thriller', 'Mystery']","['isolation', 'coffin', 'raceagainsttime', 'buriedalive', 'survival', 'terrorism', 'danger', 'cellphone', 'desert', 'psychological', 'aftercreditsstinger', 'captivity', 'chasesandraces', 'mindandsoul', 'confined']"
4170,Submarine,"['CraigRoberts', 'SallyHawkins', 'PaddyConsidine']",['RichardAyoade'],"['Drama', 'Comedy', 'Romance']","['beach', 'wales', 'friendship', 'bullying', 'teenagegirl', 'lossofvirginity']"
4171,The Square,"['KhalidAbdalla', 'DinaAbdullah', 'DinaAmer']",['JehaneNoujaim'],"['Documentary', 'Drama', 'History']",['womandirector']
4172,One to Another,"['LizzieBrocheré', 'ArthurDupont', 'GuillaumeBaché']",['Jean-MarcBarr'],['Drama'],"['france', 'musician', 'investigation', 'sadomasochism', 'independentfilm', 'relationship', 'incest', 'bisexual']"
4173,ABCD (Any Body Can Dance),"['PrabhuDeva', 'GaneshAcharya', 'KayKayMenon']","[""RemoD'Souza""]","['Drama', 'Music']","['underdog', 'competition', 'dance', 'musical', 'drama']"
4174,Man on Wire,"['PhilippePetit', 'JeanFrançoisHeckel', 'Jean-LouisBlondeau']",['JamesMarsh'],"['Thriller', 'Documentary', 'Crime', 'History']","['judge', 'juggler', 'passion', 'reality', 'streetartist', 'jail', 'independentfilm', 'fame', 'hiding', 'tower']"
4175,Abandoned,"['DominicPurcell', 'PeterFeeney', 'OwenBlack']",['JohnLaing'],"['Drama', 'Thriller']",['supervivencia']
4176,Brotherly Love,"['KekePalmer', 'CoryHardrict', 'EricD.HillJr.']",['JamalHill'],['Drama'],[]
4177,The Last Exorcism,"['AshleyBell', 'PatrickFabian', 'IrisBahr']",['DanielStamm'],"['Horror', 'Drama', 'Thriller']","['exorcism', 'fraud', 'evilspirit', 'humansacrifice', 'mockumentary', 'preacher', 'satanicritual', 'foundfootage', 'sataniccult']"
4178,Nowhere Boy,"['AaronTaylor-Johnson', 'Anne-MarieDuff', 'KristinScottThomas']",['SamTaylor-Johnson'],['Drama'],"['musician', 'musical', 'biography', 'teenager', 'darkpast', 'hitbyacar', 'newbrightonengland', 'womandirector', '1950s', 'aspiringmusician']"
4179,A Streetcar Named Desire,"['VivienLeigh', 'MarlonBrando', 'KimHunter']",['EliaKazan'],['Drama'],"['southernusa', 'rape', 'sistersisterrelationship', 'lossofsenseofreality', 'brother-in-law', 'violenthusband', 'neworleans', 'middleagedwoman', 'brother-in-lawsister-in-lawrelationship', 'lightbulb', 'expectantfather', 'offscreenrape']"
4180,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['PeterSellers', 'GeorgeC.Scott', 'SterlingHayden']",['StanleyKubrick'],"['Drama', 'Comedy', 'War']","['usapresident', 'general', 'coldwar', 'strategicaircommand', 'nuclearmissile', 'warroom', 'bomberpilot', 'nuclearweapons', 'exnazi', 'doomsdaydevice', 'absurdism']"
4181,The Crime of Padre Amaro,"['GaelGarcíaBernal', 'AnaClaudiaTalancón', 'SanchoGracia']",['CarlosCarrera'],"['Drama', 'Romance']","['heartattack', 'drugtraffic', 'drugcrime', 'mexicanprovince', 'celibacy', 'priest', 'pregnancy', 'catholicism', 'newmexicancinema']"
4182,Beasts of the Southern Wild,"['QuvenzhanéWallis', 'DwightHenry', 'LevyEasterly']",['BenhZeitlin'],"['Drama', 'Fantasy']","['refugeecamp', 'hurricane', 'fantasy', 'flooding', 'globalwarming', 'drama', 'bayou', 'crab', 'storm', 'celebration', 'auroch', 'toughlove', 'defrost', 'levee', 'prehistoriccreature', 'lostmother', 'meltingicecaps', 'shrimp', 'saltwater', 'explosives', 'crawfish', 'shrimping', 'submerged', 'grits', 'africanamericanchild', 'wildman']"
4183,Battle for the Planet of the Apes,"['RoddyMcDowall', 'NatalieTrundy', 'AustinStoker']",['J.LeeThompson'],"['Action', 'ScienceFiction']","['post-apocalyptic', 'dystopia', 'ape']"
4184,Songcatcher,"['JanetMcTeer', 'MichaelDavis', 'MichaelGoodwin']",['MaggieGreenwald'],"['Drama', 'Music']","['musical', 'independentfilm', 'womandirector']"
4185,Higher Ground,"['VeraFarmiga', 'DonnaMurphy', 'DagmaraDomińczyk']",['VeraFarmiga'],"['Drama', 'Thriller']","['baby', 'wifehusbandrelationship', 'christian', 'faith', 'independentfilm', 'evangelicalchristianity', 'womandirector']"
4186,Vaalu,"['Silambarasan', 'HansikaMotwani', 'Santhanam']",['VijayChandar'],"['Comedy', 'Romance']",['teenagelove']
4187,The Greatest Movie Ever Sold,"['MorganSpurlock', 'PeterBerg', 'PaulBrennan']",['MorganSpurlock'],"['Comedy', 'Documentary']","['comedian', 'comedy', 'duringcreditsstinger']"
4188,Ed and His Dead Mother,"['EricChristmas', 'HarperRoisman', 'SteveBuscemi']",['JonathanWacks'],['Comedy'],"['chainsaw', 'macabre', 'unclenephewrelationship']"
4189,Travellers and Magicians,"['TshewangDendup', 'SonamLhamo', 'LhakpaDorji']",['KhyentseNorbu'],"['Adventure', 'Drama', 'Foreign']","['illusion', 'independentfilm', 'bhutan', 'storyinstory', 'weaver', 'storytelling']"
4190,Hang 'em High,"['ClintEastwood', 'IngerStevens', 'EdBegley']",['TedPost'],['Western'],"['prison', 'judge', 'marshal', 'deathpenalty', 'oklahoma', 'widow', 'cattledrive', 'hanging', 'lawman', 'lynching', 'searchparty']"
4191,Deadline - U.S.A.,"['HumphreyBogart', 'EthelBarrymore', 'KimHunter']",['RichardBrooks'],"['Crime', 'Drama']",[]
4192,Sublime,"['TomCavanagh', 'JeffreyAnderson-Gunter', 'CasAnvar']",['TonyKrantz'],"['Horror', 'Thriller']","['nurse', 'psychology', 'suspense', 'blood', 'hospital']"
4193,A Beginner's Guide to Snuff,"['JoeyKern', 'LukeEdwards', 'BreeWilliamson']",['MitchellAltieri'],"['Thriller', 'Comedy', 'Horror']",['snuff']
4194,Independence Daysaster,"['CaseyDubois', 'IainBelcher', 'AndreaBrooks']",['W.D.Hogan'],"['Action', 'ScienceFiction']","['ufo', 'extraterrestrial', 'spaceship', 'alien']"
4195,Dysfunctional Friends,"['StaceyDash', 'ReaganGomez-Preston', 'WesleyJonathan']",['CoreyGrant'],"['Comedy', 'Romance']",[]
4196,Run Lola Run,"['FrankaPotente', 'MoritzBleibtreu', 'HerbertKnaup']",['TomTykwer'],"['Action', 'Drama', 'Thriller']","['berlin', 'casino', 'nun', 'redhair', 'running', 'homelessperson', 'supermarket', 'ambulance', 'subway', 'daughter', 'money', 'fate']"
4197,May,"['AngelaBettis', 'JeremySisto', 'AnnaFaris']",['LuckyMcKee'],"['Drama', 'Horror', 'Thriller', 'Romance']","['difficultchildhood', 'psychoterror', 'murder', 'loneliness', 'artificial']"
4198,Against the Wild,"['NatashaHenstridge', 'CJAdams', 'ErinPitt']",['RichardBoddington'],"['Adventure', 'Family']","['cave', 'planewreck', 'salmon', 'bears', 'northerncanada', 'wolves', 'alaskanmalamute', 'dove""family-approved""']"
4199,Under the Same Moon,"['KatedelCastillo', 'AdriánAlonsoBarona', 'EugenioDerbez']",['PatriciaRiggen'],['Drama'],"['independentfilm', 'womandirector']"
4200,Conquest of the Planet of the Apes,"['RoddyMcDowall', 'DonMurray', 'RicardoMontalban']",['J.LeeThompson'],"['Action', 'ScienceFiction']","['circus', 'pet', 'humanbeing', 'dystopia', 'insurrection', 'army', 'ape']"
4201,In the Bedroom,"['TomWilkinson', 'SissySpacek', 'NickStahl']",['ToddField'],"['Drama', 'Thriller']","['agedifference', 'fishing', 'arbitrarylaw', 'conductor', 'exhusband', 'single', 'independentfilm']"
4202,I Spit on Your Grave,"['SarahButler', 'DanielFranzese', 'ChadLindberg']",['StevenR.Monroe'],"['Thriller', 'Crime', 'Horror']","['rape', 'fondling', 'revenge', 'writer', 'strangulation', 'femalewriter', 'gardenshears', 'rapeandrevenge']"
4203,"Happy, Texas","['SteveZahn', 'WilliamH.Macy', 'JeremyNortham']",['MarkIllsley'],"['Comedy', 'Crime']","['smalltown', 'texas', 'conman', 'fraud', 'independentfilm', 'mistakenidentity', 'inthecloset', 'fishoutofwater', 'escapedconvict', 'stolenidentity', 'smalltownsheriff', 'ruse', 'beautypageant', 'confidenceman', 'smalltownthieves', 'genderstereotypes', 'gaycouple']"
4204,My Summer of Love,"['NataliePress', 'EmilyBlunt', 'PaddyConsidine']",['PawełPawlikowski'],"['Drama', 'Thriller', 'Romance']","['england', 'brothersisterrelationship', 'becominganadult', 'northernengland', 'femalefriendship', 'moped', 'lesbianrelationship', 'homosexuality', 'summer', 'tomboy', 'lgbt']"
4205,The Lunchbox,"['IrrfanKhan', 'NimratKaur', 'NawazuddinSiddiqui']",['RiteshBatra'],"['Drama', 'Romance']",[]
4206,Yes,"['JoanAllen', 'SimonAbkarian', 'SamNeill']",['SallyPotter'],"['Drama', 'Romance']",['womandirector']
4207,You Can't Take It With You,"['JeanArthur', 'LionelBarrymore', 'JamesStewart']",['FrankCapra'],"['Comedy', 'Romance']","['monopoly', 'tycoon', 'house', 'love', 'friends', 'eccentric', 'secretary', 'freespirit', 'richsnob', 'stenographer']"
4208,From Here to Eternity,"['BurtLancaster', 'MontgomeryClift', 'DeborahKerr']",['FredZinnemann'],"['War', 'Drama', 'Romance']","['hawaii', 'harassment', 'pearlharbor', 'bombing', 'militarylife', 'armybase']"
4209,She Wore a Yellow Ribbon,"['JohnWayne', 'JoanneDru', 'JohnAgar']",['JohnFord'],['Western'],"['captain', 'fort', 'retirement', 'attack', 'cavalry']"
4210,Grace Unplugged,"['AJMichalka', 'JamesDenton', 'KevinPollak']",['BradJ.Silverman'],"['Drama', 'Music']",['christian']
4211,Foolish,"['EddieGriffin', 'MasterP', 'AmiePetersen']",['DaveMeyers'],"['Comedy', 'Drama']","['independentfilm', 'sexualhumor', 'drughumor']"
4212,N-Secure,"['CordellMoore', 'EssenceAtkins', 'DeniseBoutte']",['DavidM.Matthews'],"['Drama', 'Crime', 'Thriller']",[]
4213,Caramel,"['NadineLabaki', 'YasmineAlMassri', 'JoannaMoukarzel']",['NadineLabaki'],"['Drama', 'Comedy', 'Romance']","['women', 'hairdresser', 'sistersisterrelationship', 'newlove', 'unexpectedhappiness', 'virgin', 'beauty', 'dressmaker', 'cosmeticsandhygiene', 'strafzettel', 'wedding', 'policeofficer', 'existence', 'womandirector']"
4214,Out of the Dark,"['JuliaStiles', 'ScottSpeedman', 'StephenRea']",['LluísQuílez'],"['Thriller', 'Horror']",[]
4215,The Bubble,"['OhadKnoller', 'YousefSweid', 'DaniellaWircer']",['EytanFox'],"['Drama', 'Romance']",['gay']
4216,The Conversation,"['GeneHackman', 'JohnCazale', 'FredericForrest']",['FrancisFordCoppola'],"['Crime', 'Drama', 'Mystery']","['sanfrancisco', 'paranoia', 'audiotape', 'wiretap', 'shadowing']"
4217,Dil Jo Bhi Kahey...,"['AmitabhBachchan', 'Revathi', 'KaranSharma']",['RomeshSharma'],['Romance'],[]
4218,Mississippi Mermaid,"['Jean-PaulBelmondo', 'CatherineDeneuve', 'MichelBouquet']",['FrançoisTruffaut'],"['Crime', 'Drama', 'Romance']","['exoticisland', 'secret', ""loveofone'slife"", 'plantation', 'marriage', 'mailorderbride', 'frenchnoir']"
4219,I Love Your Work,"['MarisaCoughlan', 'JudyGreer', 'ShalomHarlow']",['AdamGoldberg'],"['Drama', 'Mystery']",[]
4220,Cabin Fever,"['MatthewDaddario', 'SamuelDavis', 'DustinIngram']",['TravisZariwny'],['Horror'],"['vacation', 'remake', 'woods', 'burnedalive', 'murder', 'gore', 'marijuana', 'blood', 'teenager', 'cabininthewoods', 'disease', 'dog', 'flesheating', 'virus']"
4221,Waitress,"['KeriRussell', 'NathanFillion', 'AndyGriffith']",['AdrienneShelly'],['Comedy'],"['waitress', 'unwillinglypregnant', 'womandirector']"
4222,Bloodsport,"['Jean-ClaudeVanDamme', 'BoloYeung', 'RoyChiao']",['NewtArnold'],['Action'],"['martialarts', 'biography', 'sport', 'sensei', 'mixedmartialarts', 'hongkong']"
4223,Mr. Smith Goes to Washington,"['JamesStewart', 'JeanArthur', 'ClaudeRains']",['FrankCapra'],"['Comedy', 'Drama']","['corruption', 'washingtond.c.', 'senate', 'senator', 'governor', 'politician', 'camp', 'conservative', 'usapolitics', 'politicaldrama']"
4224,Kids,"['LeoFitzpatrick', 'RosarioDawson', 'ChloëSevigny']",['LarryClark'],"['Drama', 'Crime']","['puberty', 'firsttime']"
4225,The Squid and the Whale,"['JeffDaniels', 'LauraLinney', 'JesseEisenberg']",['NoahBaumbach'],"['Comedy', 'Drama']","['childhoodmemory', 'uniform', 'independentfilm', 'private', 'tryst']"
4226,Kissing Jessica Stein,"['JenniferWestfeldt', 'TovahFeldshuh', 'EstherWurmfeld']",['CharlesHerman-Wurmfeld'],['Comedy'],"['jew', 'basedonplay', 'independentfilm', 'gayrelationship', 'lesbian', 'bisexual', 'bisexualwoman']"
4227,Kickboxer: Vengeance,"['AlainMoussi', 'DaveBautista', 'SaraMalakulLane']",['JohnStockwell'],"['Action', 'Drama']","['martialarts', 'kickboxing', 'martialartstournament', 'reboot', 'thaiboxing']"
4228,Spellbound,"['IngridBergman', 'GregoryPeck', 'MichaelChekhov']",['AlfredHitchcock'],"['Drama', 'Mystery', 'Thriller']","['amnesia', 'insaneasylum', 'suspense']"
4229,Exotica,"['BruceGreenwood', 'MiaKirshner', 'EliasKoteas']",['AtomEgoyan'],"['Drama', 'Mystery']","['secret', 'nightclub', 'petshop', 'independentfilm', 'unhappiness']"
4230,Buffalo '66,"['VincentGallo', 'ChristinaRicci', 'BenGazzara']",['VincentGallo'],"['Romance', 'Comedy', 'Crime', 'Drama']","['prison', 'gambling', 'compulsivegambling']"
4231,Insidious,"['PatrickWilson', 'RoseByrne', 'TySimpkins']",['JamesWan'],"['Horror', 'Thriller']","['medium', 'evilspirit', 'housewarming', 'aftercreditsstinger']"
4232,Repo Man,"['HarryDeanStanton', 'EmilioEstevez', 'TraceyWalter']",['AlexCox'],"['Comedy', 'Crime', 'ScienceFiction', 'Thriller']","['california', 'cocaine', 'future', 'punk', 'theory', 'music', 'police', 'cult', 'rocker', 'ufo', 'surrealism', 'alien', 'independentfilm', 'conspiracy', 'torture', 'scientist', 'violence', 'killer', 'cultfilm', 'repossession']"
4233,Nine Queens,"['RicardoDarín', 'GastónPauls', 'LeticiaBrédice']",['FabiánBielinsky'],"['Crime', 'Drama', 'Thriller']","['hotel', 'conman', 'stamp', 'police', 'partner', 'money', 'scam', 'grifter', 'conveniencestore', 'swindle', 'rarestamps']"
4234,The Gatekeepers,"['AmiAyalon', 'AvrahamShalom', 'YaakovPeri']",['DrorMoreh'],['Documentary'],"['israel', 'army', 'intelligenceagency', 'shinbet']"
4235,The Ballad of Jack and Rose,"['DanielDay-Lewis', 'CamillaBelle', 'CatherineKeener']",['RebeccaMiller'],['Drama'],"['femalenudity', 'runaway', 'commune', 'egg', 'independentfilm', 'arson', 'incest', 'illness', 'environmentalism', 'diabetic', 'faceslap', 'peepingtom', 'scythe', 'womandirector']"
4236,The To Do List,"['AubreyPlaza', 'JohnnySimmons', 'BillHader']",['MaggieCarey'],"['Comedy', 'Romance']","['sex', 'sexuality', 'irony', 'sarcasm', 'naivety', 'blackhumor', 'swimmingpool', 'teenagegirl', 'sexualhumor', 'summer', 'loveinterest', 'summervacation', 'fatherdaughterrelationship', 'attraction', 'highschoolstudent', 'teenagesexuality', 'clumsiness', 'lifeguard', 'immaturity', 'awkwardness', 'list', 'womandirector', 'publicpool', 'femalesexuality', 'virginity', '1990s']"
4237,Killing Zoe,"['EricStoltz', 'JulieDelpy', 'Jean-HuguesAnglade']",['RogerAvary'],"['Action', 'Crime', 'Drama', 'Thriller']","['paris', 'prostitute', 'robbery', 'drugabuse', 'aids', 'bank', 'jazz', 'hostage', 'nightlife', 'kidnapping', 'vault', 'junkie', 'bankrobber', 'heroin', 'friendship', 'murder', 'independentfilm', 'pistol', 'violence', 'drug', 'bankrobbery', 'illegalprostitution', 'hoodlum']"
4238,The Believer,"['RyanGosling', 'SummerPhoenix', 'TheresaRussell']",['HenryBean'],['Drama'],"['bomb', 'jewry', 'worldwarii', 'jewishlife', 'jew', 'synagogue', 'antisemitism', 'independentfilm', 'bombplanting']"
4239,Snow Angels,"['KateBeckinsale', 'SamRockwell', 'MichaelAngarano']",['DavidGordonGreen'],"['Drama', 'Romance']","['suicide', 'depression', 'smalltown', 'familyrelationships', 'younglove']"
4240,Unsullied,"['RustyJoiner', 'MurrayGray', 'JamesGaudioso']",['SimeonRice'],"['Thriller', 'Action', 'Horror']",[]
4241,Session 9,"['PeterMullan', 'DavidCaruso', 'StephenGevedon']",['BradAnderson'],"['Horror', 'Mystery']","['schizophrenia', 'lunaticasylum', 'psychology', 'relation', 'coin', 'taperecorder', 'potsmoking', 'cellphone', 'walkietalkie', 'securityguard', 'asbestos', 'multiplepersonality', 'tunnel', 'lobotomy', 'hazmatsuit']"
4242,I Want Someone to Eat Cheese With,"['JeffGarlin', 'SarahSilverman', 'BonnieHunt']",['JeffGarlin'],"['Comedy', 'Romance']",['independentfilm']
4243,Mooz-lum,"['NiaLong', 'DannyGlover', 'EvanRoss']",['QasimBasir'],['Drama'],['independentfilm']
4244,Hatchet,"['JoelDavidMoore', 'TamaraFeldman', 'DeonRichmond']",['AdamGreen'],"['Comedy', 'Horror']","['neworleans', 'alligator', 'malefriendship', 'ax', 'swampf', 'serialkiller']"
4245,Modern Times,"['CharlieChaplin', 'PauletteGoddard', 'HenryBergman']",['CharlieChaplin'],"['Drama', 'Comedy']","['factory', 'ambulance', 'invention', 'tramp', 'greatdepression', 'industrialrevolution', 'slapstick', 'machine', 'pardon', 'guilty']"
4246,Stolen Summer,"['AidanQuinn', 'BonnieHunt', 'KevinPollak']",['PeteJones'],"['Drama', 'Family', 'Comedy']",[]
4247,My Name Is Bruce,"['BruceCampbell', 'GraceThorsen', 'TedRaimi']",['BruceCampbell'],"['Comedy', 'Horror']","['parody', 'parallelworld']"
4248,The Salon,"['DondreWhitfield', 'KymWhitley', 'MonicaCalhoun']",['MarkBrown'],['Comedy'],['independentfilm']
4249,Road Hard,"['AdamCarolla', 'DianeFarr', 'LarryMiller']",['AdamCarolla'],['Comedy'],"['roadtrip', 'stand-upcomedy', 'romanticcomedy', 'travel']"
4250,Forty Shades of Blue,"['DinaKorzun', 'RipTorn', 'DarrenE.Burrows']",['IraSachs'],"['Drama', 'Romance']",['independentfilm']
4251,Amigo,"['ChrisCooper', 'DJQualls', 'GarretDillahunt']",['JohnSayles'],"['Drama', 'History', 'War']","['ambush', 'rebel', 'rain', 'village', 'arrest', 'friendship', 'gunbattle', 'soldier', 'american']"
4252,Pontypool,"['StephenMcHattie', 'LisaHoule', 'GeorginaReilly']",['BruceMcDonald'],"['Horror', 'Mystery', 'ScienceFiction']","['discjockey', 'radiostation', 'winter', 'survival', 'zombie', 'fear', 'ontariocanada', 'radiobroadcast', 'talkradio', 'zombieapocalypse', 'trappedinbuilding']"
4253,Trucker,"['MichelleMonaghan', 'NathanFillion', 'JoeyLaurenAdams']",['JamesMottern'],['Drama'],"['california', 'sex', 'bar', 'motel', 'highway', 'reunion', 'cancer', 'independentfilm', 'violence', 'anger', 'divorcee', 'drunk', 'trucker', 'americana', 'traffic']"
4254,Me You and Five Bucks,[],[],"['Romance', 'Comedy', 'Drama']",[]
4255,The Lords of Salem,"['SheriMoonZombie', 'BruceDavison', 'JeffDanielPhillips']",['RobZombie'],"['Horror', 'Thriller']","['witch', 'coven', 'salemmassachusetts', 'satanic']"
4256,Housebound,"[""MorganaO'Reilly"", 'RimaTeWiata', 'Glen-PaulWaru']",['GerardJohnstone'],"['Horror', 'Comedy', 'Thriller']","['hauntedhouse', 'father-in-law', 'superstition', 'housearrest', 'basement', 'mystery', 'plottwist', 'explodinghead', 'securityguard', 'gardenshears', 'dentures', 'homedetention']"
4257,Wal-Mart: The High Cost of Low Price,"['LeeScott', 'DonHunter', 'JonHunter']",['RobertGreenwald'],['Documentary'],"['usa', 'capitalism', 'departmentstore', 'protest', 'community', 'middleclass', 'bigbusiness', 'retailtrade', 'consumerism', 'business', 'economics', 'corporation', 'walmart']"
4258,Fetching Cody,"['JayBaruchel', 'SarahLind', 'JimByrnes']",['DavidRay'],"['Comedy', 'Drama', 'Fantasy', 'Romance', 'ScienceFiction']",['independentfilm']
4259,Last I Heard,"['PaulSorvino', 'ChazzPalminteri', 'MichaelRapaport']",['DavidRodriguez'],"['Drama', 'Comedy']",[]
4260,Closer to the Moon,"['VeraFarmiga', 'MarkStrong', 'HarryLloyd']",['NaeCaranfil'],"['Comedy', 'Drama']",['bankrobbery']
4261,Mutant World,"['KimCoates', 'HollyDeveaux', 'Ashanti']",['DavidWinning'],['ScienceFiction'],"['winter', 'mutant', 'post-apocalyptic', 'dystopia', 'meteor', 'politicsofscarcity']"
4262,Growing Up Smith,"['RoniAkurati', 'BrightonSharbino', 'JasonLee']",['FrankLotito'],"['Comedy', 'Family', 'Drama']",[]
4263,Checkmate,"['DannyGlover', 'SeanAstin', 'VinnieJones']",['TimothyWoodwardJr.'],"['Thriller', 'Action', 'Crime']",[]
4264,#Horror,"['TarynManning', 'NatashaLyonne', 'ChloëSevigny']",['TaraSubkoff'],"['Drama', 'Mystery', 'Horror', 'Thriller']",[]
4265,Wind Walkers,"['ZaneHoltz', 'GlenPowell', 'KiowaGordon']",['RussellFriedenberg'],"['Action', 'Horror', 'Thriller']",[]
4266,Snow White and the Seven Dwarfs,"['AdrianaCaselotti', 'LucilleLaVerne', 'HarryStockwell']",['DavidHand'],"['Fantasy', 'Animation', 'Family']","['poison', 'witch', 'becominganadult', 'sadness', 'queen', 'attemptedmurder', 'dyinganddeath', 'appearance', 'princess', 'candlelightvigil', 'snowwhite']"
4267,The Holy Girl,"['MaríaAlché', 'MercedesMorán', 'CarlosBelloso']",['LucreciaMartel'],"['Drama', 'Foreign']","['hotel', 'teenagegirl', 'doctor', 'womandirector', 'spanishmovie']"
4268,Shalako,"['SeanConnery', 'BrigitteBardot', 'JackHawkins']",['EdwardDmytryk'],['Western'],"['nativeamerican', 'gunfighter', 'huntingparty']"
4269,Incident at Loch Ness,"['WernerHerzog', 'KitanaBaker', 'GabrielBeistain']",['ZakPenn'],"['Adventure', 'Comedy', 'Horror']",[]
4270,The Dog Lover,"['AllisonPaige', 'JamesRemar', 'LeaThompson']",['AlexRanarivelo'],['Drama'],"['undercover', 'dog', 'animalwelfare', 'animalrightsorganization', 'puppymill', 'animalrescues', 'collegeintern']"
4271,GirlHouse,"['AliCobrin', 'ErinAgostino', 'JamesThomas']",['JonKnautz'],"['Horror', 'Thriller']","['femalenudity', 'sex', 'shower', 'sauna', 'nudity', 'securitycamera', 'house', 'webcam', 'website', 'murder', 'lesbian', 'maskedkiller', 'slasher', 'undressing', 'violence', 'homeinvasion', 'maskedman', 'internetchat', 'sexscene', 'internetporn', 'securityguard', 'disfiguredface', 'pornactress', 'skirt', 'collegestudent', 'rubbermask']"
4272,The Blue Room,"['MathieuAmalric', 'LéaDrucker', 'StéphanieCléau']",['MathieuAmalric'],"['Drama', 'Crime', 'Thriller']","['murder', 'suspense', 'loveaffair', 'policeinterrogation', 'murdertrial']"
4273,House at the End of the Drive,"['JamesOliver', 'JonathanMangum', 'AlisonRaimondi']",['DavidWorth'],"['Thriller', 'Horror']",['ghoststory']
4274,"Lock, Stock and Two Smoking Barrels","['JasonFlemyng', 'DexterFletcher', 'NickMoran']",['GuyRitchie'],"['Comedy', 'Crime']","['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'cockneyaccent', 'potsmoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'stripshow', 'highstakes']"
4275,The Ballad of Gregorio Cortez,"['EdwardJamesOlmos', 'JamesGammon', 'TomBower']",['RobertM.Young'],['Western'],[]
4276,The Celebration,"['UlrichThomsen', 'HenningMoritzen', 'ThomasBoLarsen']",['ThomasVinterberg'],['Drama'],"['suicide', 'fathersonrelationship', 'childabuse', 'sexualabuse', 'depression', 'parentskidsrelationship', 'secret', 'birthday', 'twinsister', 'hotelier', 'countryhouse', 'daughter', 'dogme95', 'familyreunion', 'lecture', 'child']"
4277,Trees Lounge,"['SteveBuscemi', 'ChloëSevigny', 'CarolKane']",['SteveBuscemi'],"['Comedy', 'Drama']","['bar', 'alcoholism', 'independentfilm', 'drinking']"
4278,Journey from the Fall,"['KiềuChinh', 'LongNguyen', 'DiemLien']",['HamTran'],['Drama'],"['vietnam', 'independentfilm']"
4279,The Basket,"['PeterCoyote', 'KarenAllen', 'RobertBurke']",['RichCowan'],['Drama'],[]
4280,Eddie: The Sleepwalking Cannibal,"['ThureLindhardt', 'DylanSmith', 'GeorginaReilly']",['BorisRodriguez'],"['Horror', 'Comedy']","['cannibal', 'sleepwalking', 'artteacher']"
4281,Queen of the Mountains,"['ElinaAbaiKyzy', 'AzizMuradillayev', 'NasiraMambetov']",['SadykSher-Niyaz'],"['Drama', 'Action']",['biography']
4282,Def-Con 4,"['LenoreZann', 'MauryChaykin', 'KateLynch']",['PaulDonovan'],['ScienceFiction'],"['post-apocalyptic', 'dystopia', 'canuxploitation']"
4283,The Hebrew Hammer,"['AdamGoldberg', 'JudyGreer', 'AndyDick']",['JonathanKesselman'],"['Action', 'Comedy']",['independentfilm']
4284,Neal 'n' Nikki,"['UdayChopra', 'TanishaMukherjee', 'AbhishekBachchan']",['ArjunSablok'],"['Comedy', 'Romance']",['musical']
4285,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"['BryanCallen', 'NoureenDeWulf', 'MirceaMonroe']",['CraigMoss'],['Comedy'],['duringcreditsstinger']
4286,Forget Me Not,"['CarlySchroeder', 'CodyLinley', 'BrieGabrielle']",['TylerOliver'],"['Drama', 'Horror', 'Romance']",['independentfilm']
4287,Rebecca,"['LaurenceOlivier', 'JoanFontaine', 'GeorgeSanders']",['AlfredHitchcock'],"['Drama', 'Mystery']","['montecarlo', 'basedonnovel', 'agedifference', 'secret', 'obsession', 'bride', 'cornwall', 'love', 'suspense', 'ruralsetting', 'devotion', 'housekeeper', 'death', 'estate', 'costumeparty', 'filmnoir', 'secondwife']"
